Ticker,Change,Text,Date
AMAT,Maintains,Deutsche Bank: Buy,8/18/2017
AMAT,Maintains,Citigroup: Buy,7/7/2017
AMAT,Downgrade,Goldman Sachs: Buy to Neutral,12/19/2016
AMAT,Maintains,Goldman Sachs: Buy,10/4/2016
AMAT,Maintains,Citigroup: Buy,8/19/2016
AMAT,Maintains,UBS: Buy,8/19/2016
AMAT,Maintains,Stifel: Buy,8/15/2016
AMAT,Maintains,Citigroup: Buy,8/12/2016
AMAT,Maintains,B. Riley Securities: Buy,8/11/2016
AMAT,Maintains,Credit Suisse: Outperform,8/10/2016
AMAT,Maintains,Goldman Sachs: Buy,6/2/2016
AMAT,Maintains,Stifel: Buy,5/27/2016
AMAT,Upgrade,Citigroup: Neutral to Buy,5/25/2016
AMAT,Maintains,Cowen & Co.: Outperform,5/20/2016
AMAT,Maintains,UBS: Buy,5/20/2016
AMAT,Upgrade,B. Riley Securities: Neutral to Buy,5/20/2016
AMAT,Downgrade,Susquehanna: Neutral to Negative,4/19/2016
AMAT,Upgrade,UBS: Neutral to Buy,4/14/2016
AMAT,Downgrade,DA Davidson: Buy to Neutral,4/6/2016
AMAT,Upgrade,Exane BNP Paribas: Underperform to Outperform,3/31/2016
AMAT,Initiated,RBC Capital: Sector Perform,3/16/2016
AMAT,Maintains,Pacific Crest: Overweight,3/10/2016
AMAT,Maintains,Deutsche Bank: Buy,2/19/2016
AMAT,Maintains,B. Riley Securities: Neutral,2/19/2016
AMAT,Maintains,Goldman Sachs: Buy,2/3/2016
AMAT,Upgrade,CLSA: Outperform to Buy,1/19/2016
AMAT,Initiated,Morgan Stanley: Overweight,12/15/2015
AMAT,Downgrade,CLSA: Outperform,12/10/2015
AMAT,Maintains,B. Riley Securities: Neutral,11/9/2015
AMAT,Upgrade,Nomura: Neutral to Buy,10/26/2015
AMAT,Downgrade,Citigroup: Buy to Neutral,10/23/2015
AMAT,Maintains,Keybanc: Overweight,10/8/2015
AMAT,Downgrade,RBC Capital: Sector Perform to Underperform,10/5/2015
AMAT,Upgrade,CLSA: Outperform to Buy,9/25/2015
AMAT,Maintains,Pacific Crest: Overweight,9/17/2015
AMAT,Maintains,B. Riley Securities: Neutral,8/14/2015
AMAT,Maintains,Pacific Crest: Overweight,8/14/2015
AMAT,Maintains,Jefferies: Buy,8/14/2015
AMAT,Downgrade,Summit Insights Group: Buy to Hold,8/11/2015
AMAT,Maintains,Deutsche Bank: Buy,8/3/2015
AMAT,Upgrade,Susquehanna: Negative to Neutral,7/10/2015
AMAT,Maintains,Goldman Sachs: Buy,6/24/2015
AMAT,Maintains,Citigroup: Buy,5/6/2015
AMAT,Downgrade,Nomura: Buy to Neutral,4/28/2015
AMAT,Maintains,Stifel: Buy,4/28/2015
AMAT,Maintains,Jefferies: Buy,2/12/2015
AMAT,Maintains,Citigroup: Buy,12/18/2014
AMAT,Maintains,Stifel: Buy,12/9/2014
AMAT,Upgrade,Deutsche Bank: Hold to Buy,12/8/2014
AMAT,Maintains,Jefferies: Buy,11/14/2014
AMAT,Maintains,B of A Securities: Buy,11/14/2014
AMAT,Upgrade,Credit Suisse: Neutral to Outperform,11/13/2014
AMAT,Upgrade,B of A Securities: Neutral to Buy,10/15/2014
AMAT,Upgrade,CLSA: Underperform to Outperform,10/8/2014
AMAT,Maintains,Credit Suisse: Neutral,8/15/2014
AMAT,Upgrade,B. Riley Securities: Neutral to Buy,7/15/2014
AMAT,Maintains,UBS: Neutral,7/10/2014
AMAT,Upgrade,JP Morgan: Neutral to Overweight,7/7/2014
AMAT,Maintains,Deutsche Bank: Hold,6/27/2014
AMAT,Maintains,Citigroup: Buy,6/25/2014
AMAT,Upgrade,S&P Capital IQ: Hold to Strong Buy,6/9/2014
AMAT,Maintains,UBS: Neutral,5/17/2014
AMAT,Maintains,Credit Suisse: Neutral,5/16/2014
AMAT,Initiated,Summit Insights Group: Buy,4/23/2014
AMAT,Maintains,Citigroup: Buy,4/23/2014
AMAT,Initiated,ISI Group: Strong Buy,4/10/2014
AMAT,Maintains,B of A Securities: Neutral,3/24/2014
AMAT,Initiated,Nomura: Buy,3/20/2014
AMAT,Maintains,DA Davidson: Buy,2/13/2014
AMAT,Downgrade,RBC Capital: Outperform to Sector Perform,2/3/2014
AMAT,Upgrade,LBBW Research: Hold to Buy,11/29/2013
AMAT,Maintains,Needham: Hold,11/15/2013
AMAT,Maintains,DA Davidson: Buy,11/15/2013
AMAT,Maintains,Citigroup: Buy,11/15/2013
AMAT,Maintains,Deutsche Bank: Hold,11/15/2013
AMAT,Maintains,RBC Capital: Outperform,11/11/2013
AMAT,Maintains,Stifel: Buy,11/11/2013
AMAT,Initiated,JP Morgan: Neutral,10/14/2013
AMAT,Upgrade,Berenberg: Hold to Buy,9/26/2013
AMAT,Initiated,Northland Capital Markets: Outperform,8/28/2013
AMAT,Maintains,Credit Suisse: Neutral,8/16/2013
AMAT,Upgrade,DA Davidson: Neutral to Buy,8/16/2013
AMAT,Initiated,Berenberg: Hold,7/23/2013
AMAT,Upgrade,Citigroup: Neutral to Buy,6/12/2013
AMAT,Maintains,Deutsche Bank: Hold,6/3/2013
AMAT,Maintains,Piper Sandler: Overweight,5/17/2013
AMAT,Downgrade,DA Davidson: Buy to Neutral,5/17/2013
AMAT,Upgrade,Pacific Crest: Market Perform to Market Outperform,5/14/2013
AMAT,Maintains,Goldman Sachs: Buy,2/26/2013
AMAT,Maintains,Stifel: Buy,2/14/2013
AMAT,Maintains,Deutsche Bank: Hold,2/14/2013
AMAT,Maintains,Credit Suisse: Neutral,2/14/2013
AMAT,Maintains,DA Davidson: Buy,2/14/2013
AMAT,Maintains,DA Davidson: Buy,2/11/2013
AMAT,Maintains,UBS: Neutral,1/18/2013
AMAT,Downgrade,JP Morgan: Neutral to Underweight,1/7/2013
AMAT,Maintains,Piper Sandler: Overweight,11/14/2012
AMAT,Maintains,DA Davidson: Buy,11/13/2012
AMAT,Maintains,Credit Suisse: Neutral,7/18/2012
AMAT,Maintains,Piper Sandler: Overweight,7/11/2012
AMAT,Maintains,Stifel: Buy,5/18/2012
AMAT,Maintains,B of A Securities: Neutral,5/18/2012
AMAT,Maintains,JP Morgan: Neutral,5/16/2012
AMAT,Maintains,UBS: Neutral,5/7/2012
AMAT,Maintains,Piper Sandler: Overweight,2/17/2012
AMD,Maintains,Morgan Stanley: Equal-Weight to Equal-Weight,12/20/2024
AMD,Downgrade,B of A Securities: Buy to Neutral,12/9/2024
AMD,Maintains,Mizuho: Outperform to Outperform,12/5/2024
AMD,Reiterates,Benchmark: Buy to Buy,10/31/2024
AMD,Maintains,Citigroup: Buy to Buy,10/30/2024
AMD,Maintains,TD Cowen: Buy to Buy,10/30/2024
AMGN,Maintains,RBC Capital: Outperform to Outperform,11/27/2024
AMGN,Initiated,Wolfe Research: Peer Perform,11/15/2024
AMGN,Initiated,Citigroup: Neutral,11/14/2024
AMGN,Maintains,Jefferies: Buy to Buy,11/12/2024
AMGN,Maintains,UBS: Neutral to Neutral,10/31/2024
AMGN,Reiterates,Cantor Fitzgerald: Overweight to Overweight,10/22/2024
AMGN,Maintains,TD Cowen: Buy to Buy,10/21/2024
AMGN,Initiated,Bernstein: Outperform,10/17/2024
AMGN,Downgrade,Truist Securities: Buy to Hold,10/14/2024
AMGN,Maintains,Barclays: Equal-Weight to Equal-Weight,10/7/2024
AMGN,Initiated,Cantor Fitzgerald: Overweight,9/27/2024
AMGN,Reiterates,RBC Capital: Outperform to Outperform,9/26/2024
AMGN,Reiterates,Baird: Underperform to Underperform,9/25/2024
AMGN,Maintains,TD Cowen: Buy to Buy,8/7/2024
AMGN,Maintains,Oppenheimer: Outperform to Outperform,8/7/2024
AMGN,Reiterates,Deutsche Bank: Hold to Hold,8/7/2024
AMGN,Maintains,B of A Securities: Neutral to Neutral,8/7/2024
AMGN,Maintains,RBC Capital: Outperform to Outperform,8/7/2024
AMGN,Downgrade,Wells Fargo: Overweight to Equal-Weight,8/7/2024
AMGN,Maintains,Morgan Stanley: Equal-Weight to Equal-Weight,7/11/2024
AMGN,Maintains,Argus Research: Buy to Buy,6/27/2024
AMGN,Maintains,RBC Capital: Outperform to Outperform,6/14/2024
AMGN,Maintains,Mizuho: Neutral to Neutral,5/9/2024
AMGN,Maintains,RBC Capital: Outperform to Outperform,5/3/2024
AMGN,Maintains,Morgan Stanley: Equal-Weight to Equal-Weight,5/3/2024
AMGN,Maintains,UBS: Neutral to Neutral,5/3/2024
AMGN,Upgrade,William Blair: Market Perform to Outperform,5/3/2024
AMGN,Maintains,BMO Capital: Outperform to Outperform,5/3/2024
AMGN,Upgrade,Barclays: Underweight to Equal-Weight,5/3/2024
AMGN,Maintains,UBS: Neutral to Neutral,4/17/2024
AMGN,Maintains,TD Cowen: Buy to Buy,4/17/2024
AMGN,Reiterates,Truist Securities: Buy to Buy,4/12/2024
AMGN,Reiterates,RBC Capital: Outperform to Outperform,4/3/2024
AMGN,Maintains,Goldman Sachs: Buy to Buy,2/8/2024
AMGN,Maintains,RBC Capital: Outperform to Outperform,2/7/2024
AMGN,Maintains,Goldman Sachs: Buy to Buy,2/7/2024
AMGN,Maintains,Morgan Stanley: Equal-Weight to Equal-Weight,2/7/2024
AMGN,Reiterates,Oppenheimer: Outperform to Outperform,2/1/2024
AMGN,Maintains,UBS: Neutral to Neutral,1/29/2024
AMGN,Upgrade,Daiwa Capital: Neutral to Buy,12/21/2023
AMGN,Upgrade,BMO Capital: Market Perform to Outperform,12/19/2023
AMGN,Upgrade,RBC Capital: Sector Perform to Outperform,12/12/2023
AMGN,Reiterates,Truist Securities: Buy to Buy,11/29/2023
AMGN,Initiated,Deutsche Bank: Hold,11/9/2023
AMGN,Maintains,UBS: Neutral to Neutral,11/2/2023
AMGN,Maintains,RBC Capital: Sector Perform to Sector Perform,11/2/2023
AMGN,Upgrade,Truist Securities: Hold to Buy,11/2/2023
AMGN,Maintains,RBC Capital: Sector Perform to Sector Perform,11/1/2023
AMGN,Maintains,Morgan Stanley: Equal-Weight to Equal-Weight,11/1/2023
AMGN,Maintains,Oppenheimer: Outperform to Outperform,10/25/2023
AMGN,Maintains,Oppenheimer: Outperform to Outperform,10/20/2023
AMGN,Maintains,Argus Research: Buy to Buy,10/17/2023
AMGN,Reiterates,Jefferies: Buy to Buy,10/12/2023
AMGN,Upgrade,Leerink Partners: Market Perform to Outperform,10/11/2023
AMGN,Maintains,Oppenheimer: Outperform to Outperform,10/9/2023
AMGN,Maintains,Argus Research: Buy to Buy,9/18/2023
AMGN,Initiated,HSBC: Buy,9/6/2023
AMGN,Reiterates,Truist Securities: Hold to Hold,9/5/2023
AMGN,Maintains,Jefferies: Buy to Buy,8/14/2023
AMGN,Maintains,Mizuho: Neutral to Neutral,8/14/2023
AMGN,Maintains,RBC Capital: Sector Perform to Sector Perform,8/4/2023
AMGN,Reiterates,Oppenheimer: Outperform to Outperform,7/25/2023
AMGN,Maintains,Credit Suisse: Outperform to Outperform,7/12/2023
AMGN,Maintains,Barclays: Underweight to Underweight,7/11/2023
AMGN,Maintains,Argus Research: Buy to Buy,6/26/2023
AMGN,Reiterates,Oppenheimer: Outperform to Outperform,5/18/2023
AMGN,Reiterates,RBC Capital: Sector Perform,5/9/2023
AMGN,Maintains,Barclays: Underweight,5/1/2023
AMGN,Maintains,Piper Sandler: Overweight,4/28/2023
AMGN,Maintains,Oppenheimer: Outperform,4/24/2023
AMGN,Maintains,Barclays: Underweight,4/14/2023
AMGN,Upgrade,Wells Fargo: Equal-Weight to Overweight,3/13/2023
AMGN,Maintains,Truist Securities: Hold,2/13/2023
AMGN,Maintains,SVB Leerink: Market Perform,2/2/2023
AMGN,Maintains,Wells Fargo: Equal-Weight,2/1/2023
AMGN,Maintains,RBC Capital: Sector Perform,2/1/2023
AMGN,Maintains,Oppenheimer: Outperform,2/1/2023
AMGN,Maintains,Cowen & Co.: Outperform,2/1/2023
AMGN,Maintains,Credit Suisse: Underperform,2/1/2023
AMGN,Maintains,BMO Capital: Market Perform,2/1/2023
AMGN,Maintains,Barclays: Underweight,2/1/2023
AMGN,Maintains,Piper Sandler: Overweight,1/19/2023
AMGN,Maintains,Barclays: Underweight,1/18/2023
AMGN,Maintains,Wells Fargo: Equal-Weight,1/3/2023
AMGN,Maintains,SVB Leerink: Market Perform,12/22/2022
AMGN,Maintains,Piper Sandler: Overweight,12/13/2022
AMGN,Maintains,Oppenheimer: Outperform,12/6/2022
AMGN,Initiated,Credit Suisse: Underperform,11/18/2022
AMGN,Maintains,RBC Capital: Sector Perform,11/4/2022
AMGN,Maintains,Morgan Stanley: Overweight,11/4/2022
AMGN,Maintains,Piper Sandler: Overweight,11/4/2022
AMGN,Downgrade,Barclays: Equal-Weight to Underweight,10/31/2022
AMGN,Maintains,Barclays: Equal-Weight,10/12/2022
AMGN,Upgrade,Morgan Stanley: Equal-Weight to Overweight,10/11/2022
AMGN,Maintains,Atlantic Equities: Underweight,8/9/2022
AMGN,Maintains,RBC Capital: Sector Perform,8/5/2022
AMGN,Maintains,Piper Sandler: Overweight,8/5/2022
AMGN,Maintains,Morgan Stanley: Equal-Weight,7/15/2022
AMGN,Maintains,Oppenheimer: Outperform,6/1/2022
AMGN,Initiated,SVB Leerink: Market Perform,5/23/2022
AMGN,Maintains,Mizuho: Neutral,5/10/2022
AMGN,Maintains,RBC Capital: Sector Perform,4/28/2022
AMGN,Maintains,BMO Capital: Market Perform,4/28/2022
AMGN,Maintains,Piper Sandler: Overweight,4/28/2022
AMGN,Maintains,Morgan Stanley: Equal-Weight,4/12/2022
AMGN,Maintains,Barclays: Equal-Weight,4/12/2022
AMGN,Maintains,Morgan Stanley: Equal-Weight,2/9/2022
AMGN,Maintains,Wells Fargo: Equal-Weight,2/9/2022
AMGN,Maintains,Barclays: Equal-Weight,2/9/2022
AMGN,Maintains,Oppenheimer: Outperform,2/9/2022
AMGN,Downgrade,B of A Securities: Buy to Neutral,1/5/2022
AMGN,Maintains,RBC Capital: Sector Perform,12/21/2021
AMGN,Initiated,Wells Fargo: Equal-Weight,12/9/2021
AMGN,Initiated,Goldman Sachs: Buy,12/6/2021
AMGN,Maintains,Mizuho: Neutral,11/22/2021
AMGN,Initiated,BMO Capital: Market Perform,11/19/2021
AMGN,Maintains,RBC Capital: Sector Perform,11/3/2021
AMGN,Maintains,Barclays: Equal-Weight,11/3/2021
AMGN,Maintains,SVB Leerink: Market Perform,11/3/2021
AMGN,Maintains,Morgan Stanley: Equal-Weight,10/12/2021
AMGN,Downgrade,Daiwa Capital: Outperform to Neutral,9/23/2021
AMGN,Downgrade,Morgan Stanley: Overweight to Equal-Weight,9/7/2021
AMGN,Maintains,SVB Leerink: Market Perform,8/4/2021
AMGN,Maintains,Morgan Stanley: Overweight,7/16/2021
AMGN,Maintains,SVB Leerink: Market Perform,6/7/2021
AMGN,Maintains,Oppenheimer: Outperform,6/7/2021
AMGN,Maintains,Oppenheimer: Outperform,5/3/2021
AMGN,Downgrade,Atlantic Equities: Neutral to Underweight,4/28/2021
AMGN,Maintains,SVB Leerink: Market Perform,4/28/2021
AMGN,Maintains,Credit Suisse: Outperform,4/28/2021
AMGN,Maintains,Morgan Stanley: Overweight,4/28/2021
AMGN,Maintains,RBC Capital: Sector Perform,4/28/2021
AMGN,Maintains,Morgan Stanley: Overweight,4/19/2021
AMGN,Maintains,Oppenheimer: Outperform,4/5/2021
AMGN,Maintains,Barclays: Equal-Weight,3/5/2021
AMGN,Maintains,Morgan Stanley: Overweight,3/5/2021
AMGN,Maintains,SVB Leerink: Market Perform,3/5/2021
AMGN,Maintains,SVB Leerink: Market Perform,3/1/2021
AMGN,Maintains,Cantor Fitzgerald: Overweight,2/3/2021
AMGN,Maintains,Credit Suisse: Outperform,2/3/2021
AMGN,Maintains,Morgan Stanley: Overweight,2/3/2021
AMGN,Maintains,Piper Sandler: Overweight,2/3/2021
AMGN,Maintains,SVB Leerink: Market Perform,2/3/2021
AMGN,Maintains,Morgan Stanley: Overweight,1/19/2021
AMGN,Maintains,Morgan Stanley: Overweight,12/16/2020
AMGN,Maintains,SVB Leerink: Market Perform,12/9/2020
AMGN,Maintains,Mizuho: Neutral,11/2/2020
AMGN,Maintains,BMO Capital: Outperform,10/29/2020
AMGN,Reiterates,Cantor Fitzgerald: Overweight,10/29/2020
AMGN,Maintains,Morgan Stanley: Overweight,10/29/2020
AMGN,Maintains,B of A Securities: Buy,10/29/2020
AMGN,Maintains,SVB Leerink: Market Perform,10/29/2020
AMGN,Initiated,UBS: Neutral,10/28/2020
AMGN,Maintains,Credit Suisse: Outperform,10/27/2020
AMGN,Upgrade,Raymond James: Market Perform to Outperform,10/26/2020
AMGN,Maintains,Morgan Stanley: Overweight,10/13/2020
AMGN,Downgrade,Truist Securities: Buy to Hold,10/12/2020
AMGN,Downgrade,Bernstein: Outperform to Market Perform,10/9/2020
AMGN,Downgrade,Truist Securities: Buy to Hold,10/9/2020
AMGN,Maintains,Oppenheimer: Outperform,10/6/2020
AMGN,Maintains,SunTrust Robinson Humphrey: Buy,7/30/2020
AMGN,Maintains,JP Morgan: Neutral,7/29/2020
AMGN,Maintains,Piper Sandler: Overweight,7/29/2020
AMGN,Maintains,Jefferies: Buy,7/29/2020
AMGN,Maintains,Cantor Fitzgerald: Overweight,7/29/2020
AMGN,Maintains,Morgan Stanley: Overweight,7/29/2020
AMGN,Maintains,Barclays: Equal-Weight,7/29/2020
AMGN,Maintains,SVB Leerink: Market Perform,7/29/2020
AMGN,Maintains,Credit Suisse: Outperform,7/20/2020
AMGN,Maintains,Morgan Stanley: Overweight,7/15/2020
AMGN,Maintains,JP Morgan: Neutral,6/18/2020
AMGN,Maintains,SVB Leerink: Market Perform,6/2/2020
AMGN,Reiterates,Cantor Fitzgerald: Overweight,5/4/2020
AMGN,Maintains,CFRA: Buy,5/1/2020
AMGN,Maintains,Wells Fargo: Equal-Weight,5/1/2020
AMGN,Maintains,Oppenheimer: Outperform,5/1/2020
AMGN,Reiterates,B of A Securities: Buy,5/1/2020
AMGN,Maintains,Morgan Stanley: Overweight,5/1/2020
AMGN,Maintains,SVB Leerink: Market Perform,5/1/2020
AMGN,Maintains,Oppenheimer: Outperform,4/27/2020
AMGN,Maintains,Morgan Stanley: Overweight,4/15/2020
AMGN,Upgrade,Raymond James: Market Perform to Outperform,3/30/2020
AMGN,Maintains,Oppenheimer: Outperform,3/26/2020
AMGN,Upgrade,CFRA: Hold to Buy,3/13/2020
AMGN,Upgrade,B of A Securities: Neutral to Buy,3/5/2020
AMGN,Maintains,SunTrust Robinson Humphrey: Buy,2/3/2020
AMGN,Maintains,CFRA: Hold,1/31/2020
AMGN,Downgrade,Baird: Neutral to Underperform,1/31/2020
AMGN,Maintains,Citigroup: Buy,1/23/2020
AMGN,Maintains,UBS: Neutral,1/22/2020
AMGN,Upgrade,Evercore ISI Group: In-Line to Outperform,1/21/2020
AMGN,Maintains,Morgan Stanley: Overweight,1/17/2020
AMGN,Maintains,BMO Capital: Outperform,1/9/2020
AMGN,Initiated,Raymond James: Market Perform,12/24/2019
AMGN,Maintains,Cowen & Co.: Outperform,12/20/2019
AMGN,Maintains,Goldman Sachs: Buy,12/16/2019
AMGN,Maintains,Argus Research: Buy,12/9/2019
AMGN,Initiated,SunTrust Robinson Humphrey: Buy,11/12/2019
AMGN,Upgrade,Cantor Fitzgerald: Neutral to Overweight,11/5/2019
AMGN,Reiterates,Cantor Fitzgerald: Neutral,9/5/2019
AMGN,Maintains,JP Morgan: Neutral,8/29/2019
AMGN,Maintains,BMO Capital: Outperform,8/27/2019
AMGN,Maintains,RBC Capital: Sector Perform,8/27/2019
AMGN,Downgrade,Mizuho: Buy to Neutral,8/19/2019
AMGN,Reiterates,Credit Suisse: Outperform,8/16/2019
AMGN,Maintains,Oppenheimer: Outperform,8/13/2019
AMGN,Maintains,Wells Fargo: Market Perform,8/12/2019
AMGN,Maintains,Morgan Stanley: Overweight,7/15/2019
AMGN,Upgrade,Citigroup: Neutral to Buy,5/23/2019
AMGN,Initiated,Credit Suisse: Outperform,5/21/2019
AMGN,Initiated,BMO Capital: Outperform,3/15/2019
AMGN,Downgrade,Evercore ISI Group: Outperform to In-Line,1/28/2019
AMGN,Maintains,Citigroup: Neutral to Neutral,1/4/2019
AMGN,Maintains,Morgan Stanley: Overweight to Overweight,12/19/2018
AMGN,Maintains,Citigroup: Neutral to Neutral,11/1/2018
AMGN,Maintains,Morgan Stanley: Overweight to Overweight,10/31/2018
AMGN,Maintains,Morgan Stanley: Overweight to Overweight,10/11/2018
AMGN,Initiated,Cantor Fitzgerald: Neutral,10/1/2018
AMGN,Maintains,Baird: Neutral to Neutral,7/30/2018
AMGN,Maintains,Citigroup: Neutral to Neutral,7/30/2018
AMGN,Maintains,Jefferies: Buy to Buy,7/27/2018
AMGN,Maintains,Piper Sandler: Overweight to Overweight,7/27/2018
AMGN,Maintains,JP Morgan: Neutral to Neutral,7/27/2018
AMGN,Maintains,Morgan Stanley: Overweight to Overweight,7/13/2018
AMGN,Maintains,Morgan Stanley: Overweight to Overweight,4/25/2018
AMGN,Maintains,Barclays: Equal-Weight to Equal-Weight,4/5/2018
AMGN,Downgrade,Atlantic Equities: Overweight to Neutral,2/5/2018
AMGN,Maintains,Credit Suisse: Neutral to Neutral,2/2/2018
AMGN,Maintains,BMO Capital: Market Perform to Market Perform,2/2/2018
AMGN,Maintains,Morgan Stanley: Overweight to Overweight,2/2/2018
AMGN,Maintains,Piper Sandler: Overweight to Overweight,2/2/2018
AMGN,Maintains,JP Morgan: Neutral to Neutral,1/24/2018
AMGN,Upgrade,Argus Research: Hold to Buy,1/23/2018
AMGN,Downgrade,Argus Research: Buy to Hold,11/1/2017
AMGN,Maintains,BMO Capital: Market Perform,10/26/2017
AMGN,Maintains,Morgan Stanley: Overweight,10/26/2017
AMGN,Maintains,Barclays: Equal-Weight,10/13/2017
AMGN,Maintains,Morgan Stanley: Overweight,10/6/2017
AMGN,Maintains,Credit Suisse: Outperform,9/29/2017
AMGN,Initiated,RBC Capital: Sector Perform,9/15/2017
AMGN,Maintains,Argus Research: Buy,7/27/2017
AMGN,Maintains,UBS: Neutral,7/26/2017
AMGN,Downgrade,BMO Capital: Outperform to Market Perform,7/26/2017
AMGN,Maintains,Morgan Stanley: Overweight,7/10/2017
AMGN,Initiated,Deutsche Bank: Hold,6/23/2017
AMGN,Downgrade,Jefferies: Buy to Hold,4/5/2017
AMGN,Initiated,UBS: Neutral,3/9/2017
AMGN,Upgrade,B of A Securities: Neutral to Buy,2/1/2017
AMGN,Initiated,Oppenheimer: Outperform,12/13/2016
AMGN,Initiated,Mizuho: Buy,11/8/2016
AMGN,Maintains,Citigroup: Neutral,9/28/2016
AMGN,Initiated,Gabelli & Co.: Hold,8/26/2016
AMGN,Maintains,Citigroup: Neutral,7/29/2016
AMGN,Maintains,Morgan Stanley: Overweight,7/28/2016
AMGN,Maintains,Jefferies: Buy,7/28/2016
AMGN,Initiated,Bernstein: Market Perform,6/29/2016
AMGN,Initiated,BMO Capital: Outperform,4/5/2016
AMGN,Initiated,Citigroup: Neutral,2/25/2016
AMGN,Maintains,Argus Research: Buy,2/8/2016
AMGN,Initiated,Leerink Swann: Market Perform,2/5/2016
AMGN,Maintains,Credit Suisse: Outperform,1/29/2016
AMGN,Initiated,Credit Suisse: Outperform,1/20/2016
AMGN,Initiated,BTIG: Sell,1/7/2016
AMGN,Initiated,Atlantic Equities: Overweight,12/18/2015
AMGN,Upgrade,Morgan Stanley: Equal-Weight to Overweight,12/15/2015
AMGN,Upgrade,Morgan Stanley: Equal-Weight to Overweight,12/14/2015
AMGN,Upgrade,Piper Sandler: Overweight,11/5/2015
AMGN,Maintains,Nomura: Buy,9/22/2015
AMGN,Upgrade,UBS: Neutral to Buy,9/8/2015
AMGN,Maintains,Barclays: Equal-Weight,7/31/2015
AMGN,Downgrade,UBS: Buy to Neutral,7/9/2015
AMGN,Maintains,Nomura: Buy,4/22/2015
AMGN,Initiated,Barclays: Equal-Weight,1/6/2015
AMGN,Downgrade,Morgan Stanley: Overweight to Equal-weight,1/5/2015
AMGN,Maintains,Citigroup: Buy,10/29/2014
AMGN,Maintains,Credit Suisse: Neutral,10/29/2014
AMGN,Upgrade,Nomura: Neutral to Buy,10/29/2014
AMGN,Maintains,Nomura: Neutral,10/28/2014
AMGN,Maintains,Citigroup: Buy,7/31/2014
AMGN,Maintains,Nomura: Neutral,7/30/2014
AMGN,Maintains,Deutsche Bank: Buy,7/30/2014
AMGN,Maintains,Credit Suisse: Neutral,7/30/2014
AMGN,Maintains,Deutsche Bank: Buy,7/19/2014
AMGN,Maintains,Deutsche Bank: Buy,4/24/2014
AMGN,Maintains,Nomura: Neutral,4/23/2014
AMGN,Maintains,Jefferies: Buy,3/28/2014
AMGN,Initiated,Morgan Stanley: Overweight,3/27/2014
AMGN,Maintains,Citigroup: Buy,3/19/2014
AMGN,Maintains,Nomura: Neutral,1/14/2014
AMGN,Initiated,Nomura: Neutral,1/8/2014
AMGN,Maintains,Citigroup: Buy,12/6/2013
AMGN,Maintains,Deutsche Bank: Buy,11/20/2013
AMGN,Maintains,Citigroup: Buy,11/19/2013
AMGN,Maintains,Jefferies: Buy,10/23/2013
AMGN,Maintains,BMO Capital: Market Perform,8/26/2013
AMGN,Maintains,Jefferies: Buy,8/26/2013
AMGN,Upgrade,Piper Sandler: Neutral to Overweight,8/26/2013
AMGN,Upgrade,Goldman Sachs: Neutral to Buy,5/1/2013
AMGN,Maintains,Jefferies: Buy,4/24/2013
AMGN,Downgrade,Piper Sandler: Overweight to Neutral,4/24/2013
AMGN,Maintains,Citigroup: Buy,4/19/2013
AMGN,Maintains,UBS: Buy,4/12/2013
AMGN,Maintains,Credit Suisse: Neutral,4/4/2013
AMGN,Maintains,Credit Suisse: Neutral,3/4/2013
AMGN,Maintains,Piper Sandler: Overweight,2/25/2013
AMGN,Maintains,B of A Securities: Neutral,2/25/2013
AMGN,Downgrade,William Blair: Outperform to Market Perform,2/11/2013
AMGN,Upgrade,Argus Research: Hold to Buy,1/25/2013
AMGN,Maintains,UBS: Buy,1/24/2013
AMGN,Downgrade,Credit Suisse: Outperform to Neutral,1/22/2013
AMGN,Initiated,Guggenheim: Neutral,11/9/2012
AMGN,Maintains,Oppenheimer: Perform,10/24/2012
AMGN,Maintains,BMO Capital: Market Perform,10/24/2012
AMGN,Maintains,Jefferies: Buy,10/24/2012
AMGN,Upgrade,Deutsche Bank: Hold to Buy,10/22/2012
AMGN,Maintains,Barclays: Equal-Weight,10/15/2012
AMGN,Initiated,Brean Capital: Buy,9/27/2012
AMGN,Downgrade,Baird: Outperform to Neutral,9/12/2012
AMGN,Upgrade,UBS: Neutral to Buy,9/10/2012
AMGN,Maintains,BMO Capital: Market Perform,7/27/2012
AMGN,Maintains,Deutsche Bank: Hold,7/27/2012
AMGN,Maintains,Jefferies: Buy,7/27/2012
AMGN,Upgrade,Piper Sandler: Neutral to Overweight,7/27/2012
AMGN,Upgrade,Credit Suisse: Neutral to Outperform,7/25/2012
AMGN,Maintains,Jefferies: Buy,7/18/2012
AMGN,Maintains,UBS: Neutral,4/26/2012
AMGN,Maintains,Citigroup: Buy,4/25/2012
AMGN,Maintains,Goldman Sachs: Neutral,4/25/2012
AMGN,Initiated,Morgan Stanley: Equal-Weight,2/10/2012
AMGN,Maintains,UBS: Neutral,2/9/2012
AMGN,Downgrade,Oppenheimer: Outperform to Perform,2/9/2012
AMP,Maintains,"Keefe, Bruyette & Woods: Market Perform to Market Perform",10/29/2024
AMP,Maintains,RBC Capital: Outperform to Outperform,10/25/2024
AMP,Maintains,Morgan Stanley: Equal-Weight to Equal-Weight,10/17/2024
